region,CHR,start,end,cglist,nprobes
Chr6:170590562-170590788,6,170590562,170590788,cg08581021;cg07920838;cg19873602,3
Chr6:170591088-170591236,6,170591088,170591236,cg00254486;cg04523712;cg06588804,3
Chr6:170605952-170606197,6,170605952,170606197,cg01999938;cg06212289;cg18432790,3
Chr6:170732120-170732353,6,170732120,170732353,cg25718748;cg18217622;cg07257824,3
Chr6:170748893-170748956,6,170748893,170748956,cg11711687;cg27525618;cg11907437,3
Chr6:170754673-170754942,6,170754673,170754942,cg05955352;cg03835233;cg14775958;cg02112183;cg10482051,5
Chr6:170764589-170764764,6,170764589,170764764,cg24645123;cg11646505;cg26092253;cg06875863,4
Chr6:170919316-170919448,6,170919316,170919448,cg03845870;cg21142000;cg06146185,3
Chr7:31288-31497,7,31288,31497,cg16080333;cg23568068;cg05107246;cg15535638;cg20044143,5
Chr7:80907-81075,7,80907,81075,cg19711949;cg13828236;cg25149888,3
Chr7:82270-82541,7,82270,82541,cg22368281;cg12845006;cg09089118;cg01433527,4
Chr7:93495-93831,7,93495,93831,cg07627726;cg18291014;cg16840616,3
Chr7:120577-120801,7,120577,120801,cg25904344;cg01156747;cg22336162;cg05405483;cg09041644,5
Chr7:142966-143220,7,142966,143220,cg06601579;cg02919368;cg26552477;cg07884352;cg19755314,5
Chr7:149629-150084,7,149629,150084,cg07290739;cg04577718;cg09304803;cg00476243;cg09462806,5
Chr7:159314-159533,7,159314,159533,cg00793227;cg15926213;cg07834321;cg00570548,4
Chr7:160687-160780,7,160687,160780,cg09511351;cg26919332;cg04446575,3
Chr7:161926-162052,7,161926,162052,cg27061377;cg00846539;cg12057156,3
Chr7:165072-165114,7,165072,165114,cg13508732;cg19722442;cg07900163,3
Chr7:170658-170757,7,170658,170757,cg05310260;cg19210140;cg03663456,3
Chr7:181309-181579,7,181309,181579,cg01314306;cg10569238;cg16386242,3
Chr7:181842-181972,7,181842,181972,cg07341788;cg26470115;cg27487860,3
Chr7:183875-184035,7,183875,184035,cg15736220;cg23884358;cg11144862,3
Chr7:187254-187339,7,187254,187339,cg02820566;cg20865618;cg25980689,3
Chr7:516733-516966,7,516733,516966,cg00794508;cg08914875;cg13330005,3
Chr7:525684-526081,7,525684,526081,cg23365135;cg06888346;cg05963354;cg23217441,4
Chr7:563858-563916,7,563858,563916,cg10510707;cg15567368;cg10352104,3
Chr7:569642-569826,7,569642,569826,cg11152263;cg26058731;cg15921824,3
Chr7:588478-588702,7,588478,588702,cg16698845;cg04063906;cg03423395;cg17164474,4
Chr7:834456-834669,7,834456,834669,cg09678829;cg20441130;cg11532182,3
Chr7:845047-845256,7,845047,845256,cg00108282;cg12772457;cg04841825,3
Chr7:936081-936386,7,936081,936386,cg24568116;cg00461682;cg09723211,3
Chr7:998707-999184,7,998707,999184,cg11943197;cg14806752;cg04403850;cg20412539;cg16543090,5
Chr7:1003645-1003750,7,1003645,1003750,cg08735705;cg12575883;cg07930192,3
Chr7:1018498-1018603,7,1018498,1018603,cg20905460;cg15678885;cg13954754,3
Chr7:1032904-1033176,7,1032904,1033176,cg05261336;cg17120143;cg08492238,3
Chr7:1184076-1184264,7,1184076,1184264,cg13653078;cg03584351;cg20932718,3
Chr7:1189148-1189336,7,1189148,1189336,cg13554553;cg07110103;cg06207801,3
Chr7:1191771-1191882,7,1191771,1191882,cg24585714;cg11524642;cg17001958,3
Chr7:1209495-1209742,7,1209495,1209742,cg03188948;cg18402987;cg23708337,3
Chr7:1216824-1216933,7,1216824,1216933,cg17541715;cg27094323;cg17372657,3
Chr7:1233192-1233637,7,1233192,1233637,cg14649285;cg02387554;cg14433314;cg01091356,4
Chr7:1248693-1249199,7,1248693,1249199,cg26159601;cg08809919;cg14202087;cg25188165;cg05798996;cg21217070;cg09796913,7
Chr7:1250038-1250756,7,1250038,1250756,cg26555664;cg17311587;cg25778892;cg02936315;cg07034004;cg11476985;cg10580708;cg17937564;cg06537110;cg08722116;cg27160578;cg02616405,12
Chr7:1250964-1251125,7,1250964,1251125,cg11573854;cg15094211;cg11124350,3
Chr7:1263927-1264195,7,1263927,1264195,cg01240056;cg01371799;cg00271522,3
Chr7:1269693-1270134,7,1269693,1270134,cg26675654;cg14626793;cg18745131;cg06554200,4
Chr7:1270426-1270601,7,1270426,1270601,cg16606195;cg21042456;cg23168531,3
Chr7:1277521-1277790,7,1277521,1277790,cg00266983;cg01234044;cg24707416;cg17790928,4
Chr7:1278142-1278428,7,1278142,1278428,cg10260267;cg12627074;cg26239984,3
Chr7:1280040-1280640,7,1280040,1280640,cg19103169;cg17632372;cg07972632;cg04919563;cg06052716;cg20600874,6
Chr7:1283896-1283981,7,1283896,1283981,cg18090004;cg24846199;cg00338391,3
Chr7:1287065-1287159,7,1287065,1287159,cg12560987;cg16123202;cg00811065,3
Chr7:1293599-1293669,7,1293599,1293669,cg16967003;cg01140416;cg12460870,3
Chr7:1295653-1295846,7,1295653,1295846,cg03209395;cg08543278;cg08119647,3
Chr7:1303302-1303448,7,1303302,1303448,cg23167506;cg02442572;cg10419295,3
Chr7:1308397-1308483,7,1308397,1308483,cg05985961;cg02634628;cg03894891,3
Chr7:1315546-1315866,7,1315546,1315866,cg20913114;cg02512108;cg10607454;cg08474521,4
Chr7:1329410-1329592,7,1329410,1329592,cg03110795;cg04631458;cg00167545;cg02577985;cg08673909,5
Chr7:1336077-1336380,7,1336077,1336380,cg12158692;cg09682949;cg24295423,3
Chr7:1336600-1336729,7,1336600,1336729,cg12813239;cg12921647;cg00095859,3
Chr7:1337136-1337377,7,1337136,1337377,cg15545410;cg03268063;cg18784903;cg27529935,4
Chr7:1347342-1347505,7,1347342,1347505,cg18534836;cg07012898;cg08846312,3
Chr7:1350803-1350900,7,1350803,1350900,cg21711075;cg13145550;cg13877930,3
Chr7:1351465-1352002,7,1351465,1352002,cg08414358;cg04082769;cg18724521;cg24050716;cg15929363;cg12086850;cg04811540;cg27391334,8
Chr7:1354779-1354951,7,1354779,1354951,cg26552030;cg08657851;cg06757633,3
Chr7:1362962-1363124,7,1362962,1363124,cg10949113;cg03377980;cg25267863,3
Chr7:1364975-1365082,7,1364975,1365082,cg22691824;cg25148572;cg08024169,3
Chr7:1365745-1365868,7,1365745,1365868,cg26390214;cg20399720;cg07870879,3
Chr7:1370343-1370727,7,1370343,1370727,cg04212340;cg26554547;cg05255095;cg22491134;cg27416863,5
Chr7:1388271-1388337,7,1388271,1388337,cg12673377;cg04080994;cg06057656,3
Chr7:1392573-1392700,7,1392573,1392700,cg20167679;cg25805770;cg17649459;cg23475618,4
Chr7:1403628-1403856,7,1403628,1403856,cg22950223;cg13035219;cg25456249,3
Chr7:1407330-1407571,7,1407330,1407571,cg08011838;cg06142326;cg23492625;cg16215387;cg27601169;cg04371130,6
Chr7:1423622-1424047,7,1423622,1424047,cg26102295;cg20017891;cg22426938;cg09792732;cg04679277;cg11458473,6
Chr7:1435100-1435165,7,1435100,1435165,cg23903701;cg01860743;cg19256474,3
Chr7:1437272-1437409,7,1437272,1437409,cg05251901;cg14363604;cg26290049,3
Chr7:1443496-1443857,7,1443496,1443857,cg16754678;cg02601448;cg00351804;cg10645855;cg11694987,5
Chr7:1451136-1451332,7,1451136,1451332,cg20904111;cg11414017;cg18195862;cg24392646,4
Chr7:1460673-1460944,7,1460673,1460944,cg07685145;cg11589429;cg07722840;cg15994731,4
Chr7:1468312-1468382,7,1468312,1468382,cg08024548;cg20656566;cg04925511,3
Chr7:1545522-1545534,7,1545522,1545534,cg25885282;cg19697351;cg04145624,3
Chr7:1552941-1553203,7,1552941,1553203,cg24631845;cg00735013;cg20697025,3
Chr7:1563513-1563708,7,1563513,1563708,cg04164704;cg16784174;cg01938825,3
Chr7:1602218-1602273,7,1602218,1602273,cg07708686;cg15258156;cg21593345,3
Chr7:1636188-1636493,7,1636188,1636493,cg10259619;cg11577461;cg15614309,3
Chr7:1641705-1641922,7,1641705,1641922,cg12917153;cg06459492;cg07803377;cg26037026,4
Chr7:1643681-1643787,7,1643681,1643787,cg03871124;cg26155156;cg07906299,3
Chr7:1660190-1660443,7,1660190,1660443,cg25977327;cg21076939;cg15323564;cg21550446;cg19107641,5
Chr7:1686764-1687007,7,1686764,1687007,cg23124325;cg10022248;cg09650488,3
Chr7:1694569-1694909,7,1694569,1694909,cg21631904;cg03016496;cg05974178;cg25127064;cg10065792,5
Chr7:1704031-1704095,7,1704031,1704095,cg02339891;cg20824189;cg16234978,3
Chr7:1705009-1705139,7,1705009,1705139,cg25931896;cg25749267;cg08115183,3
Chr7:1708566-1708892,7,1708566,1708892,cg13581527;cg24301866;cg17202717;cg07091207,4
Chr7:1714969-1715387,7,1714969,1715387,cg03994184;cg23703687;cg27422345;cg08017849,4
Chr7:1718485-1718682,7,1718485,1718682,cg21151950;cg06163738;cg10032110;cg19744326,4
Chr7:1732228-1732278,7,1732228,1732278,cg14008630;cg13733038;cg06788394,3
Chr7:1733132-1733570,7,1733132,1733570,cg25326319;cg01686463;cg19265546;cg01966561,4
Chr7:1734117-1734389,7,1734117,1734389,cg15677080;cg25520440;cg05947761;cg13632337,4
Chr7:1793077-1793263,7,1793077,1793263,cg17681527;cg21483311;cg19319558;cg09158651;cg14146491,5
Chr7:1798783-1798978,7,1798783,1798978,cg08530253;cg16680873;cg09448616,3
Chr7:1801495-1801555,7,1801495,1801555,cg16883063;cg17949813;cg23892192,3
Chr7:1809214-1809455,7,1809214,1809455,cg04167518;cg19928340;cg06696063;cg10725842;cg21948027,5
Chr7:1819220-1819294,7,1819220,1819294,cg09911010;cg16983459;cg16221606,3
Chr7:1847567-1847762,7,1847567,1847762,cg04244307;cg13626585;cg21986035,3
Chr7:1849671-1849928,7,1849671,1849928,cg07019835;cg14018797;cg18490269,3
Chr7:1850203-1850388,7,1850203,1850388,cg26202753;cg10418812;cg25864762,3
Chr7:2423231-2423467,7,2423231,2423467,cg05985135;cg22348713;cg26947817;cg10152684,4
Chr7:2434468-2434539,7,2434468,2434539,cg21787755;cg13956086;cg21182599,3
Chr7:2499915-2500200,7,2499915,2500200,cg21113776;cg13325066;cg12302875;cg24707311;cg19097150,5
Chr7:2518684-2518824,7,2518684,2518824,cg18291703;cg27484582;cg03277898,3
Chr7:2519789-2519874,7,2519789,2519874,cg23133355;cg19031429;cg05224498,3
Chr7:2656422-2656527,7,2656422,2656527,cg18519737;cg10030512;cg12560421,3
Chr7:2758005-2758392,7,2758005,2758392,cg10809958;cg08849294;cg05123755;cg03784882;cg26075639,5
Chr7:2758800-2759063,7,2758800,2759063,cg21192091;cg05055821;cg17321639,3
Chr7:2761640-2761760,7,2761640,2761760,cg01398299;cg22704399;cg06123807,3
Chr7:2763915-2764246,7,2763915,2764246,cg01026192;cg09779537;cg17393140;cg16478634;cg15247329,5
Chr7:2764486-2764599,7,2764486,2764599,cg01861740;cg06624267;cg03366574,3
Chr7:3096281-3096561,7,3096281,3096561,cg21584831;cg16465280;cg19028499;cg21040133,4
Chr7:3126077-3126432,7,3126077,3126432,cg19914336;cg07451212;cg11535717;cg27000610,4
Chr7:3221150-3221373,7,3221150,3221373,cg25704036;cg25403488;cg04912925;cg18002126,4
Chr7:3227262-3227332,7,3227262,3227332,cg18924229;cg23385395;cg02888971,3
Chr7:4347499-4347881,7,4347499,4347881,cg19569074;cg11746156;cg08303550;cg25453625;cg00209398,5
Chr7:4349460-4349748,7,4349460,4349748,cg00120157;cg21843627;cg27016705;cg16690299,4
Chr7:4383067-4383344,7,4383067,4383344,cg01772366;cg17280180;cg10621562,3
Chr7:4383657-4383739,7,4383657,4383739,cg02269038;cg07628771;cg27202641,3
Chr7:4456202-4456592,7,4456202,4456592,cg10619895;cg21379460;cg06297367;cg04153130;cg20778547;cg11835459,6
Chr7:4652671-4652842,7,4652671,4652842,cg16714154;cg26802256;cg11884030;cg02820836,4
Chr7:4671260-4671479,7,4671260,4671479,cg15947598;cg04578992;cg25879142;cg14485097,4
Chr7:4832112-4832535,7,4832112,4832535,cg18271789;cg18834058;cg00913283;cg11536851;cg26181334,5
Chr7:4837835-4837937,7,4837835,4837937,cg10406205;cg13906049;cg22272277,3
Chr7:5122887-5123143,7,5122887,5123143,cg04385765;cg10703786;cg13298153,3
Chr7:5183992-5184295,7,5183992,5184295,cg15572235;cg22534288;cg23549902;cg04414307,4
Chr7:5276991-5277188,7,5276991,5277188,cg18237047;cg15613991;cg10229594,3
Chr7:5287988-5288118,7,5287988,5288118,cg13430409;cg23380039;cg03308803,3
Chr7:5292959-5293333,7,5292959,5293333,cg21214449;cg16451475;cg03552804;cg06595212,4
Chr7:5465192-5465652,7,5465192,5465652,cg18618217;cg27043453;cg11896795;cg03727359;cg07882635,5
Chr7:5483394-5483538,7,5483394,5483538,cg21454922;cg21885022;cg05945726,3
Chr7:5515316-5515424,7,5515316,5515424,cg12944567;cg17622799;cg06326417,3
Chr7:5601811-5602052,7,5601811,5602052,cg22619759;cg22579504;cg02412969,3
Chr7:5609674-5609897,7,5609674,5609897,cg05338505;cg08253188;cg05281338,3
Chr7:5647145-5647332,7,5647145,5647332,cg26319015;cg22112000;cg22321267,3
Chr7:5647786-5647920,7,5647786,5647920,cg01687558;cg13621882;cg20407483,3
Chr7:5833275-5833444,7,5833275,5833444,cg02804920;cg16000682;cg18326825,3
Chr7:5834292-5834425,7,5834292,5834425,cg22211810;cg08740107;cg27289306,3
Chr7:5911701-5911900,7,5911701,5911900,cg24799764;cg20541376;cg01414065,3
Chr7:6120483-6120572,7,6120483,6120572,cg27459591;cg10437320;cg07374086;cg14614937,4
Chr7:6121132-6121397,7,6121132,6121397,cg09047801;cg03155239;cg03652735;cg01906848,4
Chr7:6698429-6698560,7,6698429,6698560,cg16104628;cg16729599;cg03816700,3
Chr7:6703533-6703803,7,6703533,6703803,cg22541520;cg05554189;cg01246835;cg01447112,4
Chr7:6749498-6749745,7,6749498,6749745,cg18149539;cg17046855;cg13992946;cg05602310,4
Chr7:6769322-6769409,7,6769322,6769409,cg16756215;cg16078938;cg05220713,3
Chr7:6885838-6886021,7,6885838,6886021,cg18025446;cg20724918;cg21158526,3
Chr7:6892885-6893022,7,6892885,6893022,cg21447147;cg25816317;cg13511569;cg17590499;cg15195927,5
Chr7:6910741-6911211,7,6910741,6911211,cg26225726;cg16415411;cg20885342;cg17915922,4
Chr7:6915894-6916089,7,6915894,6916089,cg04379124;cg05905475;cg10095517,3
Chr7:6974758-6974956,7,6974758,6974956,cg13011749;cg01410479;cg00920789,3
Chr7:7034759-7034864,7,7034759,7034864,cg06758994;cg12566762;cg00547318,3
Chr7:7097910-7098182,7,7097910,7098182,cg03561128;cg02014899;cg03576480,3
Chr7:7101531-7101738,7,7101531,7101738,cg04786076;cg09560650;cg05926770,3
Chr7:7106149-7106306,7,7106149,7106306,cg15901261;cg00461506;cg22517844,3
Chr7:7111786-7111870,7,7111786,7111870,cg07478063;cg02006082;cg02705659,3
Chr7:10819370-10819632,7,10819370,10819632,cg00174201;cg09998597;cg15134553,3
Chr7:11232885-11232927,7,11232885,11232927,cg05747535;cg00065419;cg11278016,3
Chr7:12151221-12151638,7,12151221,12151638,cg07365127;cg16204818;cg22352772;cg04557057,4
Chr7:14942324-14942815,7,14942324,14942815,cg18125279;cg24303731;cg03823686;cg20169867;cg05585820;cg27458372;cg05024627,7
Chr7:14943379-14943520,7,14943379,14943520,cg01748347;cg20521350;cg07841689,3
Chr7:15105740-15105780,7,15105740,15105780,cg00632239;cg17867321;cg10715197,3
Chr7:16541901-16542142,7,16541901,16542142,cg04954056;cg23483790;cg15021882,3
Chr7:16890769-16890973,7,16890769,16890973,cg14662585;cg26012061;cg06955417;cg09185587,4
Chr7:17335067-17335226,7,17335067,17335226,cg13551784;cg22911207;cg22777329,3
Chr7:17718177-17718420,7,17718177,17718420,cg23184766;cg08828597;cg15968278,3
Chr7:17986745-17986977,7,17986745,17986977,cg24224056;cg15407805;cg11408283,3
Chr7:18126902-18127112,7,18126902,18127112,cg18856632;cg10068437;cg23385718;cg06962918,4
Chr7:19146255-19146555,7,19146255,19146555,cg07115767;cg09513031;cg18791205;cg12093519;cg05380019,5
Chr7:19147307-19147487,7,19147307,19147487,cg23785043;cg23603376;cg08560111,3
Chr7:19149989-19150174,7,19149989,19150174,cg01998213;cg21196849;cg09864050,3
Chr7:19151981-19152121,7,19151981,19152121,cg14371677;cg24496841;cg11973479;cg27621129,4
Chr7:19159452-19159569,7,19159452,19159569,cg14934481;cg09863450;cg08815293,3
Chr7:19183231-19183325,7,19183231,19183325,cg06000330;cg17508941;cg15509361,3
Chr7:19183563-19183880,7,19183563,19183880,cg08638184;cg02179455;cg08814405;cg00376022,4
Chr7:20816184-20816695,7,20816184,20816695,cg11949262;cg15087860;cg01914153;cg15765502;cg14031365,5
Chr7:20817859-20818226,7,20817859,20818226,cg26802289;cg02285887;cg02111032;cg26084511,4
Chr7:20818657-20818928,7,20818657,20818928,cg06952099;cg05895665;cg25859099;cg23243400;cg09734394;cg05984317,6
Chr7:20830657-20830816,7,20830657,20830816,cg04427498;cg06331300;cg13733314,3
Chr7:20833508-20833585,7,20833508,20833585,cg02817030;cg02986266;cg24954668,3
Chr7:20834283-20834411,7,20834283,20834411,cg14021133;cg04607865;cg13084731,3
Chr7:20838339-20838631,7,20838339,20838631,cg01609218;cg23514936;cg03521044;cg13279244;cg23698978,5
Chr7:21209165-21209509,7,21209165,21209509,cg00684125;cg24803391;cg16448636,3
Chr7:21301711-21301723,7,21301711,21301723,cg00669899;cg19619592;cg19518539,3
Chr7:21370312-21370520,7,21370312,21370520,cg19435453;cg12291523;cg21538259,3
Chr7:22123038-22123315,7,22123038,22123315,cg25588451;cg19544459;cg23618638,3
Chr7:22589311-22589544,7,22589311,22589544,cg22176954;cg02386159;cg11866674,3
Chr7:22589830-22590069,7,22589830,22590069,cg06110297;cg13603955;cg05062323,3
Chr7:23245557-23245584,7,23245557,23245584,cg09755872;cg02642017;cg14366619,3
Chr7:23513316-23513369,7,23513316,23513369,cg12612420;cg27322103;cg21887345,3
Chr7:23514246-23514478,7,23514246,23514478,cg09643752;cg15205547;cg13080716,3
Chr7:23695160-23695323,7,23695160,23695323,cg03734002;cg15781397;cg25924421,3
Chr7:23936971-23937333,7,23936971,23937333,cg24356769;cg10059176;cg18905759;cg21595813;cg02063969,5
Chr7:24295653-24295935,7,24295653,24295935,cg04208100;cg02363000;cg26896093,3
Chr7:25399842-25400039,7,25399842,25400039,cg17122997;cg22777301;cg09258723,3
Chr7:25608305-25608376,7,25608305,25608376,cg16108887;cg07138024;cg22345877,3
Chr7:25608634-25608810,7,25608634,25608810,cg13728287;cg14898611;cg16740845;cg15423700,4
Chr7:25610213-25610231,7,25610213,25610231,cg24211656;cg21114836;cg01799906,3
Chr7:25890808-25891154,7,25890808,25891154,cg18524788;cg09080553;cg13630131,3
Chr7:25893749-25894005,7,25893749,25894005,cg22330875;cg01411921;cg13710556;cg15575538,4
Chr7:25896724-25896850,7,25896724,25896850,cg12580665;cg18853935;cg00237631,3
Chr7:25897148-25897512,7,25897148,25897512,cg00369852;cg09268729;cg17931641;cg03594908;cg11073773,5
Chr7:25898206-25898770,7,25898206,25898770,cg25121513;cg21852117;cg04939026;cg17774672;cg03190219;cg26053480;cg22727965,7
Chr7:25899118-25899194,7,25899118,25899194,cg19514381;cg14524704;cg01316476,3
Chr7:25900167-25900355,7,25900167,25900355,cg20268039;cg08203788;cg11719362,3
Chr7:25900668-25900768,7,25900668,25900768,cg18116968;cg00992850;cg27620317,3
Chr7:25902057-25902573,7,25902057,25902573,cg26965089;cg24290251;cg08115430;cg06552734;cg15943851,5
Chr7:25992352-25992501,7,25992352,25992501,cg04939200;cg25573884;cg14536372,3
Chr7:26283764-26283934,7,26283764,26283934,cg25382764;cg11537447;cg19153883,3
Chr7:26415901-26416184,7,26415901,26416184,cg17035412;cg09647157;cg04272748;cg14592933;cg26526379,5
Chr7:26416448-26416499,7,26416448,26416499,cg03559524;cg21115859;cg22128813,3
Chr7:26416735-26416987,7,26416735,26416987,cg17880050;cg12492504;cg24755163,3
Chr7:26437999-26438411,7,26437999,26438411,cg03949755;cg07066420;cg08592530;cg12592974;cg02103450;cg00621125,6
Chr7:27127448-27127752,7,27127448,27127752,cg20171559;cg24757553;cg23178550;cg00650641,4
Chr7:27138712-27138974,7,27138712,27138974,cg17485838;cg26264232;cg17881200;cg08657654,4
Chr7:27179161-27179432,7,27179161,27179432,cg21097354;cg26402660;cg17775899;cg09825979,4
Chr7:27190431-27190849,7,27190431,27190849,cg18344212;cg04639396;cg04073257;cg13257514;cg03547218,5
Chr7:27191097-27191352,7,27191097,27191352,cg17969084;cg06206902;cg16771406,3
Chr7:27191914-27192656,7,27191914,27192656,cg19623360;cg10739556;cg24398479;cg06685968;cg26032198;cg01414882;cg02919960;cg23263937,8
